   0	6.200000e-01	5.386667e-01	3.818668e-02
   1	6.300000e-01	5.343333e-01	6.696682e-02
   2	6.700000e-01	5.480000e-01	5.682722e-02
   3	6.700000e-01	5.160000e-01	8.651012e-02
   4	6.700000e-01	5.260000e-01	8.769645e-02
   5	6.700000e-01	4.396667e-01	1.371977e-01
   6	6.700000e-01	4.970000e-01	1.098833e-01
   7	6.700000e-01	4.890000e-01	1.161135e-01
   8	6.700000e-01	4.610000e-01	1.340236e-01
   9	6.700000e-01	4.160000e-01	1.501244e-01
  10	6.700000e-01	4.050000e-01	1.570722e-01
  11	6.700000e-01	4.580000e-01	1.367821e-01
  12	6.700000e-01	4.160000e-01	1.368357e-01
  13	6.700000e-01	4.416667e-01	1.421052e-01
  14	6.700000e-01	4.533333e-01	1.456556e-01
  15	6.700000e-01	3.803333e-01	1.861448e-01
  16	6.700000e-01	3.603333e-01	2.133773e-01
  17	6.700000e-01	3.293333e-01	2.078290e-01
  18	6.700000e-01	2.433333e-01	2.119958e-01
  19	6.700000e-01	2.783333e-01	2.209688e-01
  20	6.700000e-01	2.810000e-01	2.412792e-01
