   0	5.900000e-01	4.593333e-01	1.025324e-01
   1	5.900000e-01	4.233333e-01	1.284350e-01
   2	6.000000e-01	3.720000e-01	1.569374e-01
   3	6.000000e-01	3.186667e-01	1.682009e-01
   4	6.200000e-01	3.563333e-01	1.864847e-01
   5	6.200000e-01	3.720000e-01	1.813358e-01
   6	6.200000e-01	3.076667e-01	1.860767e-01
   7	6.200000e-01	2.143333e-01	1.779641e-01
   8	6.400000e-01	3.550000e-01	1.935243e-01
   9	6.400000e-01	3.083333e-01	1.940805e-01
  10	6.400000e-01	2.950000e-01	2.026286e-01
  11	6.400000e-01	2.836667e-01	1.954906e-01
  12	6.400000e-01	2.340000e-01	2.105168e-01
  13	6.400000e-01	2.520000e-01	2.020132e-01
  14	6.400000e-01	2.810000e-01	2.221614e-01
  15	6.400000e-01	2.600000e-01	2.162098e-01
  16	6.400000e-01	2.793333e-01	2.142263e-01
  17	6.400000e-01	2.513333e-01	2.223920e-01
  18	6.400000e-01	2.556667e-01	2.113557e-01
  19	6.400000e-01	2.016667e-01	2.082000e-01
  20	6.400000e-01	2.323333e-01	2.224363e-01
