   0	5.900000e-01	4.060000e-01	1.557691e-01
   1	5.900000e-01	3.276667e-01	1.738713e-01
   2	5.900000e-01	2.536667e-01	1.733298e-01
   3	5.900000e-01	3.070000e-01	1.977734e-01
   4	5.900000e-01	1.866667e-01	1.702808e-01
   5	6.000000e-01	2.410000e-01	2.118388e-01
   6	6.000000e-01	2.340000e-01	2.104218e-01
   7	6.000000e-01	2.110000e-01	2.121218e-01
   8	6.000000e-01	2.273333e-01	2.142729e-01
   9	6.000000e-01	2.363333e-01	2.066637e-01
  10	6.000000e-01	2.870000e-01	2.223533e-01
  11	6.000000e-01	2.433333e-01	2.126238e-01
  12	6.000000e-01	1.823333e-01	1.907823e-01
  13	6.000000e-01	2.566667e-01	2.190332e-01
  14	6.000000e-01	1.783333e-01	2.146793e-01
  15	6.000000e-01	1.623333e-01	1.960048e-01
  16	6.000000e-01	1.910000e-01	2.124516e-01
  17	6.000000e-01	1.583333e-01	2.006836e-01
  18	6.000000e-01	2.113333e-01	2.301410e-01
  19	6.000000e-01	1.956667e-01	2.190994e-01
  20	6.000000e-01	2.646667e-01	2.199808e-01
