   0	8.000000e-01	5.200000e-01	1.720465e-01
   0	0.000000e+00	0.000000e+00	0.000000e+00
   1	0.000000e+00	0.000000e+00	0.000000e+00
   0	0.000000e+00	0.000000e+00	0.000000e+00
   0	8.800000e-01	5.060000e-01	2.459350e-01
   1	8.800000e-01	5.000000e-01	3.511125e-01
   2	8.800000e-01	4.420000e-01	3.183017e-01
   3	8.800000e-01	6.100000e-01	2.575655e-01
   4	9.000000e-01	5.140000e-01	3.264414e-01
   5	9.000000e-01	5.700000e-01	3.070179e-01
   6	9.200000e-01	5.340000e-01	3.291261e-01
   7	9.200000e-01	5.060000e-01	3.763031e-01
   8	9.200000e-01	6.660000e-01	3.052933e-01
   9	9.200000e-01	4.540000e-01	2.993393e-01
  10	9.400000e-01	7.700000e-01	2.073162e-01
  11	9.400000e-01	5.720000e-01	3.050508e-01
  12	9.400000e-01	5.680000e-01	2.941020e-01
  13	9.400000e-01	4.020000e-01	2.887837e-01
  14	9.400000e-01	5.120000e-01	2.861049e-01
  15	9.400000e-01	6.660000e-01	2.420000e-01
  16	9.400000e-01	6.300000e-01	2.581860e-01
  17	9.400000e-01	4.640000e-01	3.082596e-01
  18	9.400000e-01	4.760000e-01	3.353565e-01
  19	9.400000e-01	6.700000e-01	2.869495e-01
  20	9.400000e-01	7.580000e-01	2.083171e-01
  21	9.400000e-01	4.660000e-01	3.042433e-01
  22	9.400000e-01	4.680000e-01	2.751291e-01
  23	9.400000e-01	5.900000e-01	2.604995e-01
  24	9.400000e-01	5.640000e-01	2.627242e-01
  25	9.400000e-01	6.000000e-01	2.192715e-01
  26	9.400000e-01	4.960000e-01	2.484834e-01
  27	9.400000e-01	4.600000e-01	2.794280e-01
  28	9.400000e-01	4.820000e-01	2.794924e-01
  29	9.400000e-01	6.280000e-01	2.770126e-01
  30	9.400000e-01	6.160000e-01	2.233920e-01
