   0	9.400000e-01	5.100000e-01	3.497714e-01
   1	1.000000e+00	6.980000e-01	4.024376e-01
   2	1.000000e+00	6.600000e-01	3.654039e-01
   3	1.000000e+00	5.780000e-01	3.722848e-01
   4	1.000000e+00	4.180000e-01	4.322453e-01
   5	1.000000e+00	7.180000e-01	3.850662e-01
   6	1.000000e+00	5.380000e-01	3.979397e-01
   7	1.000000e+00	4.140000e-01	4.228522e-01
   8	1.000000e+00	6.700000e-01	3.651027e-01
   9	1.000000e+00	3.260000e-01	3.842968e-01
  10	1.000000e+00	4.940000e-01	4.252105e-01
  11	1.000000e+00	6.000000e-01	4.196189e-01
  12	1.000000e+00	3.480000e-01	3.878350e-01
  13	1.000000e+00	5.240000e-01	4.396180e-01
  14	1.000000e+00	5.800000e-01	4.550165e-01
  15	1.000000e+00	5.840000e-01	4.338479e-01
  16	1.000000e+00	4.460000e-01	4.153119e-01
  17	1.000000e+00	3.960000e-01	4.539427e-01
  18	1.000000e+00	4.960000e-01	4.304230e-01
  19	1.000000e+00	4.520000e-01	4.411984e-01
  20	1.000000e+00	4.160000e-01	4.264083e-01
  21	1.000000e+00	7.780000e-01	3.608268e-01
  22	1.000000e+00	5.180000e-01	4.549681e-01
  23	1.000000e+00	3.060000e-01	4.097853e-01
  24	1.000000e+00	4.440000e-01	4.075095e-01
  25	1.000000e+00	5.220000e-01	4.387665e-01
  26	1.000000e+00	6.880000e-01	4.182057e-01
  27	1.000000e+00	5.180000e-01	4.310406e-01
  28	1.000000e+00	5.200000e-01	4.107554e-01
  29	1.000000e+00	9.580000e-01	6.600000e-02
  30	1.000000e+00	6.320000e-01	3.868023e-01
